"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Carl Edwards Jr.","- - -","1","1","8.47","22","0","0","0","0","4","2","17.0","78","12","17","16","3","13","0","1","4","1","19","13607"
"Steven Wright","Red Sox","0","1","8.53","6","0","0","0","0","0","0","6.1","33","11","6","6","3","4","0","1","0","0","5","8185"
"Chance Adams","Yankees","1","1","8.53","13","0","0","0","1","0","0","25.1","124","39","25","24","7","11","0","2","1","1","23","18135"
"Trevor Kelley","Red Sox","0","3","8.64","10","0","0","0","0","0","0","8.1","40","9","8","8","2","5","0","0","2","0","6","18454"
"Wade Davis","Rockies","1","6","8.65","50","0","0","0","15","0","3","42.2","206","51","42","41","7","29","0","2","1","0","42","7441"
"Edwin Jackson","- - -","1","1","8.76","5","0","0","0","0","0","0","12.1","59","18","12","12","6","8","0","0","2","0","7","1841"
"Josh Rogers","Orioles","0","1","8.79","5","0","0","0","0","0","0","14.1","69","18","14","14","7","6","0","4","0","0","5","18510"
"Jaime Barria","Angels","2","3","8.87","6","0","0","0","0","0","0","22.1","107","34","22","22","5","8","0","1","0","0","19","18356"
"Jeff Mathis","Rangers","0","0","9.00","2","0","0","0","0","0","0","2.0","9","3","2","2","1","0","0","0","0","0","1","3448"
"Jeremy Hellickson","Nationals","0","0","9.00","1","0","0","0","0","0","0","2.0","9","3","2","2","1","0","0","0","0","0","0","4371"
"Eduardo Nunez","Red Sox","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","0","6848"
"Tim Federowicz","Rangers","0","0","9.00","1","0","0","0","0","0","0","1.0","6","3","1","1","1","0","0","0","0","0","0","8609"
"Kendrys Morales","Athletics","0","0","9.00","1","0","0","0","0","0","0","1.0","7","1","1","1","0","2","0","1","0","0","0","8610"
"Chris Davis","Orioles","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","1","0","0","0","0","0","1","9272"
"Mike Freeman","Indians","0","0","9.00","1","0","0","0","0","0","0","2.0","8","2","2","2","1","0","0","0","0","0","0","11241"
"Aaron Altherr","Phillies","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","2","11270"
"Jerad Eickhoff","Phillies","0","0","9.00","2","0","0","0","1","0","0","5.0","25","9","5","5","2","1","0","0","0","0","7","12664"
"Paul Blackburn","Athletics","0","1","9.00","3","0","0","0","0","0","0","8.0","39","14","9","8","2","1","0","0","1","0","4","14739"
"Joe Mantiply","Yankees","1","0","9.00","1","0","0","0","0","0","0","3.0","14","3","3","3","1","2","0","0","0","0","2","14857"
"Victor Caratini","Cubs","0","0","9.00","2","0","0","0","0","0","0","2.0","9","2","2","2","1","1","0","0","0","0","0","14968"
"Brandon Dixon","Tigers","0","0","9.00","2","0","0","0","0","0","0","2.0","9","1","2","2","1","0","0","2","0","0","1","15214"
"Eric Skoglund","Royals","0","0","9.00","2","0","0","0","0","0","0","5.0","23","7","5","5","1","1","0","0","0","0","1","16155"
"Sandy Baez","Tigers","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","0","17754"
"Rico Garcia","Rockies","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","0","20023"
"Jose Urena","Marlins","0","3","9.00","11","0","0","0","3","0","2","10.0","47","14","10","10","3","3","0","0","1","0","11","11589"
"Geoff Hartlieb","Pirates","0","1","9.00","29","0","0","0","0","2","0","35.0","171","52","35","35","8","18","0","0","5","1","38","19558"
"Thyago Vieira","White Sox","1","0","9.00","6","0","0","0","0","0","0","7.0","37","11","8","7","0","5","0","0","0","0","8","14510"
"Chasen Shreve","Cardinals","1","0","9.00","3","0","0","0","0","1","0","2.0","10","2","2","2","0","1","0","1","0","0","2","10855"
"Matt Koch","Diamondbacks","0","0","9.15","9","0","0","0","0","0","0","20.2","96","29","21","21","8","4","0","5","1","0","9","13420"
"Ruben Alaniz","- - -","1","0","9.19","12","0","0","0","0","0","0","15.2","71","19","17","16","3","7","0","0","0","1","13","10819"
"Montana DuRapau","Pirates","0","0","9.20","12","0","0","0","0","0","0","14.2","76","23","21","15","3","7","0","2","0","0","17","16768"
"Seunghwan Oh","Rockies","3","1","9.33","21","0","0","0","0","3","1","18.1","88","29","19","19","6","6","0","0","2","0","16","18719"
"Nick Burdi","Pirates","2","1","9.35","11","0","0","0","0","0","1","8.2","40","11","9","9","1","3","0","0","1","0","17","16074"
"Elieser Hernandez","Marlins","0","1","9.39","6","0","0","0","0","0","0","7.2","38","11","8","8","3","4","0","0","0","0","7","16933"
"Alex Wilson","Brewers","1","1","9.53","13","0","0","0","1","1","0","11.1","57","15","12","12","3","9","2","0","2","0","13","9239"
"Drew Smyly","Rangers","0","1","9.56","4","0","0","0","1","0","0","16.0","80","21","18","17","7","10","0","0","0","0","15","11760"
"Shane Carle","Braves","0","0","9.64","6","0","0","0","0","0","0","9.1","49","11","10","10","3","9","2","3","0","0","6","15258"
"Adam Plutko","Indians","0","0","9.64","1","0","0","0","0","0","0","4.2","23","9","5","5","0","1","0","0","0","0","1","15846"
"Michael Shawaryn","Red Sox","0","0","9.74","14","0","0","0","0","0","0","20.1","103","26","22","22","5","13","0","5","1","0","29","19495"
"Kyle McGowin","Nationals","0","0","9.75","6","0","0","0","1","0","0","12.0","56","16","14","13","5","3","0","1","4","0","16","15071"
"Taylor Williams","Brewers","1","1","9.82","10","0","0","0","0","0","1","14.2","73","22","17","16","1","7","2","2","1","0","15","14899"
"Brock Stewart","- - -","4","0","9.82","13","0","0","0","0","0","0","25.2","124","37","29","28","11","8","0","3","2","0","19","16727"
"Ross Detwiler","White Sox","0","0","9.95","6","0","0","0","0","0","0","12.2","61","21","15","14","5","5","0","0","0","0","8","2859"
"Cionel Perez","Astros","1","1","10.00","5","0","0","0","0","0","0","9.0","40","11","10","10","3","2","0","0","0","0","7","19614"
"Walker Lockett","Mets","0","0","10.13","5","0","0","0","0","0","0","5.1","26","10","6","6","3","1","0","0","0","0","3","13804"
"Robert Stock","Padres","1","0","10.13","10","0","0","0","0","0","1","10.2","56","14","14","12","2","8","0","1","4","0","15","6576"
"Brady Lail","Yankees","0","0","10.13","1","0","0","0","0","0","0","2.2","10","2","3","3","1","1","0","0","0","0","2","14707"
"Caleb Frare","White Sox","0","0","10.13","5","0","0","0","0","0","0","2.2","14","2","3","3","1","4","0","0","2","0","3","14353"
"Gerson Bautista","Mariners","0","0","10.29","6","0","0","0","0","0","0","7.0","35","9","8","8","2","5","0","0","2","1","5","19256"
"Trevor Hildenberger","Twins","2","2","10.47","22","0","0","0","1","6","0","16.1","88","30","19","19","2","7","0","3","1","0","15","17002"
"Dovydas Neverauskas","Pirates","0","0","10.61","10","0","0","0","0","1","0","9.1","53","15","11","11","2","7","1","2","1","0","10","11604"
"Miguel Del Pozo","Angels","1","1","10.61","17","0","0","0","0","0","0","9.1","45","10","11","11","3","8","0","0","0","0","11","18792"
"Kyle Zimmer","Royals","0","1","10.80","15","0","0","0","0","0","0","18.1","102","28","22","22","2","19","0","0","2","0","18","14169"
"Stephen Nogosek","Mets","0","1","10.80","7","0","0","0","0","0","0","6.2","34","12","8","8","2","2","0","0","0","0","6","19545"
"Joe Ross","Nationals","0","2","11.17","18","0","0","0","0","2","2","19.1","103","31","26","24","4","11","1","4","2","0","19","12972"
"Reymin Guduan","Astros","1","0","11.81","7","0","0","0","0","0","1","5.1","27","8","7","7","3","4","0","0","0","0","6","13058"
"Erasmo Ramirez","Red Sox","0","0","12.00","1","0","0","0","0","0","0","3.0","15","4","4","4","2","1","0","1","0","0","1","10314"
"Ryan Garton","Mariners","0","0","12.00","2","0","0","0","0","0","0","3.0","14","4","4","4","2","1","0","0","0","0","1","14016"
"Corey Oswalt","Mets","0","1","12.15","2","0","0","0","0","0","0","6.2","34","9","9","9","1","6","1","0","0","0","5","13677"
"Bryan Garcia","Tigers","0","0","12.15","7","0","0","0","0","1","1","6.2","33","9","9","9","1","5","1","0","1","0","7","19457"
"Nick Margevicius","Padres","0","0","12.27","5","0","0","0","0","0","0","3.2","19","6","5","5","0","2","0","0","0","0","4","20395"
"Jonny Venters","- - -","0","1","12.38","12","0","0","0","1","2","1","8.0","49","12","16","11","3","10","1","2","0","0","12","7175"
"Ryan Dull","- - -","0","0","12.79","11","0","0","0","0","1","0","12.2","71","25","19","18","5","7","0","1","1","0","15","13974"
"Tayler Scott","- - -","0","0","13.20","11","0","0","0","0","0","0","15.0","83","29","24","22","6","7","0","4","2","0","13","13652"
"Jordan Montgomery","Yankees","0","0","13.50","1","0","0","0","0","0","0","2.0","10","4","3","3","1","0","0","0","0","0","2","16511"
"Adrian Morejon","Padres","0","0","13.50","3","0","0","0","0","0","0","4.0","22","10","6","6","1","0","0","0","0","0","6","20039"
"Trevor Rosenthal","- - -","0","1","13.50","22","0","0","0","0","2","0","15.1","85","11","24","23","0","26","0","4","9","0","17","10745"
"Jesse Hahn","Royals","0","1","13.50","6","0","0","0","0","0","0","4.2","27","7","7","7","1","6","1","0","0","0","7","13287"
"Dan Jennings","Nationals","1","2","13.50","8","0","0","0","0","0","2","4.2","32","8","8","7","1","7","2","1","1","0","9","8073"
"Dan Straily","Orioles","1","0","13.81","6","0","0","0","0","0","0","14.1","76","26","22","22","10","7","0","1","2","0","15","9460"
"Ty Blach","Giants","0","0","14.21","2","0","0","0","0","0","0","6.1","36","14","10","10","2","4","0","0","0","0","3","14361"
"Jake Barrett","Yankees","0","0","14.73","2","0","0","0","0","0","0","3.2","19","6","6","6","2","2","0","0","0","0","4","13322"
"Alex Reyes","Cardinals","0","1","15.00","4","0","0","0","0","2","0","3.0","17","2","5","5","1","6","0","0","1","0","1","15015"
"Aaron Barrett","Nationals","0","0","15.43","3","0","0","0","0","0","0","2.1","16","5","4","4","1","4","0","0","1","0","1","11243"
"Ricardo Pinto","Rays","0","0","15.43","2","0","0","0","0","0","0","2.1","13","4","4","4","1","2","0","0","0","0","0","16318"
"Matt Wotherspoon","Orioles","0","0","15.43","2","0","0","0","0","0","0","4.2","26","10","8","8","2","2","0","1","0","0","2","16452"
"Brady Rodgers","Astros","0","0","16.20","3","0","0","0","0","0","0","5.0","25","7","9","9","4","3","0","0","1","0","4","13393"
"Pat Venditte","Giants","0","0","16.20","2","0","0","0","0","0","0","3.1","19","4","6","6","1","2","0","3","0","0","2","7108"
"Ryan Feierabend","Blue Jays","0","0","16.20","1","0","0","0","0","0","0","1.2","9","4","3","3","1","0","0","0","0","0","2","6336"
"Jose Fernandez","Tigers","0","0","17.18","4","0","0","0","0","0","0","3.2","23","6","8","7","1","5","1","1","0","0","2","14733"
"Mark Reynolds","Rockies","0","0","18.00","1","0","0","0","0","0","0","1.0","7","2","2","2","0","1","0","1","0","0","0","7619"
"Daniel Descalso","Cubs","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","1","0","0","0","0","0","0","8392"
"Brian Dozier","Nationals","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","1","0","0","0","0","0","0","9810"
"Hanser Alberto","Orioles","0","0","18.00","1","0","0","0","0","0","0","1.0","7","1","2","2","1","2","0","1","0","0","0","11902"
"Huascar Ynoa","Braves","0","0","18.00","2","0","0","0","0","0","0","3.0","16","6","6","6","1","1","0","0","0","0","3","20468"
"Alex Gordon","Royals","0","0","19.29","2","0","0","0","0","0","0","2.1","17","8","5","5","1","2","0","0","0","0","0","5209"
"Chris Owings","Royals","0","0","21.60","1","0","0","0","0","0","0","1.2","12","6","4","4","2","1","0","0","0","0","0","10030"
"Tyler White","Astros","0","0","21.60","4","0","0","0","0","0","0","3.1","22","7","8","8","4","5","0","0","0","0","2","15564"
"Mike Ford","Yankees","0","0","22.50","1","0","0","0","0","0","0","2.0","12","6","5","5","2","0","0","0","0","0","1","15585"
"Griffin Canning","Angels","0","1","22.50","1","0","0","0","0","0","0","2.0","12","5","5","5","1","1","0","0","0","0","2","19867"
"Austin Romine","Yankees","0","0","27.00","1","0","0","0","0","0","0","1.0","7","4","3","3","2","0","0","0","0","0","0","5491"
"Ehire Adrianza","Twins","0","0","27.00","1","0","0","0","0","0","0","1.0","8","5","3","3","0","0","0","0","0","0","1","8418"
"John Ryan Murphy","Diamondbacks","0","0","27.00","2","0","0","0","0","0","0","3.0","22","10","9","9","3","3","0","0","0","0","0","10346"
"Ben Lively","Royals","0","0","27.00","1","0","0","0","0","0","0","1.0","6","3","3","3","1","0","0","0","0","0","1","14932"
"Andrew Vasquez","Twins","0","0","27.00","1","0","0","0","0","0","0","0.0","3","0","3","3","0","2","0","1","0","0","0","19482"
"Nick Rumbelow","Mariners","0","0","27.00","3","0","0","0","1","0","0","1.1","9","3","4","4","2","1","0","0","1","0","2","14867"
"Pedro Araujo","Orioles","0","0","27.00","1","0","0","0","0","0","0","0.2","4","2","2","2","1","1","0","0","0","0","0","17697"
"Yennsy Diaz","Blue Jays","0","0","27.00","1","0","0","0","0","0","0","0.2","7","1","2","2","0","4","0","0","0","0","0","20218"
"Jason Vargas","Mets","0","0","36.00","1","0","0","0","0","0","0","1.0","7","4","4","4","1","0","0","0","0","0","1","8044"
"Chase De Jong","Twins","0","0","36.00","1","0","0","0","0","0","0","1.0","9","3","4","4","1","3","0","0","0","0","0","15036"
"Richard Urena","Blue Jays","0","0","36.00","1","0","0","0","0","0","0","1.0","8","4","4","4","1","1","0","0","0","0","0","16411"
"Dylan Moore","Mariners","0","0","36.00","1","0","0","0","0","0","0","1.0","10","5","4","4","0","2","0","0","0","0","0","18042"
"Chris Rusin","Rockies","0","0","36.00","2","0","0","0","0","0","0","1.0","9","5","4","4","1","1","0","0","0","0","0","9895"
"Gerardo Parra","Nationals","0","0","45.00","1","0","0","0","0","0","0","0.0","5","1","5","5","0","4","0","0","1","0","0","8553"
"Deolis Guerra","Brewers","0","0","54.00","1","0","0","0","0","0","0","0.2","6","4","4","4","1","0","0","0","0","0","0","8410"
"James Bourque","Nationals","0","0","54.00","1","0","0","0","0","0","0","0.2","6","3","4","4","0","2","0","0","0","0","0","16668"
"Austen Williams","Nationals","0","0","162.00","2","0","0","0","0","0","0","0.1","7","5","6","6","2","1","0","0","0","0","1","16309"
